ANÁLISIS COMPLETO DE RAÍCES DIGITALES - PRIMOS DE SOPHIE GERMAIN
Límite de búsqueda: 10000000
Total de primos encontrados: 56032
Fecha de análisis: 2025-07-30T12:26:03.856
================================================================================

TABLA COMPLETA DE RESULTADOS
----------------------------------------
p	2p+1	raíz(p)	raíz(2p+1)
6607409	13214819	5	2
6607889	13215779	8	8
6608351	13216703	2	5
6608603	13217207	2	5
6608891	13217783	2	5
6608951	13217903	8	8
6609023	13218047	8	8
6609299	13218599	5	2
6609689	13219379	8	8
6609833	13219667	8	8
6609989	13219979	2	5
6610049	13220099	8	8
6610091	13220183	5	2
6610283	13220567	8	8
6610343	13220687	5	2
6610673	13221347	2	5
6611081	13222163	5	2
6611219	13222439	8	8
6611441	13222883	5	2
6611519	13223039	2	5
6611849	13223699	8	8
6611921	13223843	8	8
6612341	13224683	5	2
6612401	13224803	2	5
6612629	13225259	5	2
6612701	13225403	5	2
6613151	13226303	5	2
6613823	13227647	2	5
6613829	13227659	8	8
6613913	13227827	2	5
6613973	13227947	8	8
6614123	13228247	5	2
6614141	13228283	5	2
6614183	13228367	2	5
6614339	13228679	5	2
6614651	13229303	2	5
6614879	13229759	5	2
6615131	13230263	5	2
6615263	13230527	2	5
6615443	13230887	2	5
6615491	13230983	5	2
6615551	13231103	2	5
6615659	13231319	2	5
6615671	13231343	5	2
6616073	13232147	2	5
6616163	13232327	2	5
6616271	13232543	2	5
6616301	13232603	5	2
6616583	13233167	8	8
6616601	13233203	8	8
6616751	13233503	5	2
6617189	13234379	2	5
6617483	13234967	8	8
6617531	13235063	2	5
6617603	13235207	2	5
6617753	13235507	8	8
6618113	13236227	8	8
6618239	13236479	8	8
6618653	13237307	8	8
6618809	13237619	2	5
6618929	13237859	5	2
6619169	13238339	2	5
6619253	13238507	5	2
6619289	13238579	5	2
6619493	13238987	2	5
6619751	13239503	8	8
6620039	13240079	8	8
6620171	13240343	5	2
6620231	13240463	2	5
6620261	13240523	5	2
6620693	13241387	5	2
6621311	13242623	2	5
6621341	13242683	5	2
6621533	13243067	8	8
6621731	13243463	8	8
6621929	13243859	8	8
6622391	13244783	2	5
6622601	13245203	5	2
6622799	13245599	5	2
6622823	13245647	2	5
6623009	13246019	8	8
6623159	13246319	5	2
6623213	13246427	5	2
6623231	13246463	5	2
6624503	13249007	8	8
6624641	13249283	2	5
6624659	13249319	2	5
6624671	13249343	5	2
6624743	13249487	5	2
6624833	13249667	5	2
6624899	13249799	8	8
6624941	13249883	5	2
6625193	13250387	5	2
6625343	13250687	2	5
6625361	13250723	2	5
6625511	13251023	8	8
6625709	13251419	8	8
6625823	13251647	5	2
6626129	13252259	5	2
6626381	13252763	5	2
6626423	13252847	2	5
6626723	13253447	5	2
6626729	13253459	2	5
6627083	13254167	5	2
6627119	13254239	5	2
6627359	13254719	2	5
6627503	13255007	2	5
6627851	13255703	8	8
6628073	13256147	5	2
6628103	13256207	8	8
6628379	13256759	5	2
6628409	13256819	8	8
6628553	13257107	8	8
6628571	13257143	8	8
6629333	13258667	5	2
6629471	13258943	8	8
6630551	13261103	8	8
6630653	13261307	2	5
6630749	13261499	8	8
6631193	13262387	2	5
6631379	13262759	8	8
6631571	13263143	2	5
6631679	13263359	2	5
6631871	13263743	5	2
6632051	13264103	5	2
6632063	13264127	8	8
6632519	13265039	5	2
6632789	13265579	5	2
6632819	13265639	8	8
6632849	13265699	2	5
6633173	13266347	2	5
6633293	13266587	5	2
6633461	13266923	2	5
6633701	13267403	8	8
6633773	13267547	8	8
6634079	13268159	8	8
6634091	13268183	2	5
6634571	13269143	5	2
6634613	13269227	2	5
6634769	13269539	5	2
6634871	13269743	8	8
6634889	13269779	8	8
6635033	13270067	8	8
6635129	13270259	5	2
6635309	13270619	5	2
6635861	13271723	8	8
6635903	13271807	5	2
6635963	13271927	2	5
6636011	13272023	5	2
6636221	13272443	8	8
6636359	13272719	2	5
6636803	13273607	5	2
6636989	13273979	2	5
6637283	13274567	8	8
6637373	13274747	8	8
6637439	13274879	2	5
6637601	13275203	2	5
6637643	13275287	8	8
6637649	13275299	5	2
6637979	13275959	2	5
6638069	13276139	2	5
6638141	13276283	2	5
6638273	13276547	8	8
6638459	13276919	5	2
6638531	13277063	5	2
6638633	13277267	8	8
6638741	13277483	8	8
6638903	13277807	8	8
6639449	13278899	5	2
6639833	13279667	2	5
6640061	13280123	5	2
6640163	13280327	8	8
6640181	13280363	8	8
6640241	13280483	5	2
6640349	13280699	5	2
6640409	13280819	2	5
6640493	13280987	5	2
6640589	13281179	2	5
6641291	13282583	2	5
6641513	13283027	8	8
6641633	13283267	2	5
6641699	13283399	5	2
6642353	13284707	2	5
6642431	13284863	8	8
6642539	13285079	8	8
6642593	13285187	8	8
6642659	13285319	2	5
6643211	13286423	5	2
6643589	13287179	5	2
6643691	13287383	8	8
6643733	13287467	5	2
6644069	13288139	8	8
6644153	13288307	2	5
6644483	13288967	8	8
6645059	13290119	8	8
6645389	13290779	5	2
6645491	13290983	8	8
6645713	13291427	5	2
6645911	13291823	5	2
6646049	13292099	8	8
6646313	13292627	2	5
6646319	13292639	8	8
6646331	13292663	2	5
6646511	13293023	2	5
6646859	13293719	8	8
6647033	13294067	2	5
6647279	13294559	5	2
6647363	13294727	8	8
6647369	13294739	5	2
6647579	13295159	8	8
6647783	13295567	5	2
6647813	13295627	8	8
6647831	13295663	8	8
6647939	13295879	8	8
6648203	13296407	2	5
6648269	13296539	5	2
6648431	13296863	5	2
6648749	13297499	8	8
6648773	13297547	5	2
6648809	13297619	5	2
6649073	13298147	8	8
6649229	13298459	2	5
6649271	13298543	8	8
6649481	13298963	2	5
6649589	13299179	2	5
6649631	13299263	8	8
6649733	13299467	2	5
6650279	13300559	8	8
6650393	13300787	5	2
6650849	13301699	2	5
6650909	13301819	8	8
6651119	13302239	2	5
6651413	13302827	8	8
6652001	13304003	2	5
6652031	13304063	5	2
6652241	13304483	8	8
6652319	13304639	5	2
6652421	13304843	8	8
6652829	13305659	2	5
6652949	13305899	5	2
6653039	13306079	5	2
6653123	13306247	8	8
6653219	13306439	5	2
6653243	13306487	2	5
6653501	13307003	8	8
6653711	13307423	2	5
6653921	13307843	5	2
6654299	13308599	5	2
6654353	13308707	5	2
6654533	13309067	5	2
6654761	13309523	8	8
6654773	13309547	2	5
6654779	13309559	8	8
6654821	13309643	5	2
6655133	13310267	2	5
6655403	13310807	2	5
6655409	13310819	8	8
6655739	13311479	5	2
6655931	13311863	8	8
6656543	13313087	8	8
6656603	13313207	5	2
6656753	13313507	2	5
6657671	13315343	2	5
6657779	13315559	2	5
6657851	13315703	2	5
6658013	13316027	2	5
6658049	13316099	2	5
6658079	13316159	5	2
6658121	13316243	2	5
6658793	13317587	8	8
6658859	13317719	2	5
6658961	13317923	5	2
6659021	13318043	2	5
6659111	13318223	2	5
6659441	13318883	8	8
6659921	13319843	2	5
6660221	13320443	5	2
6660233	13320467	8	8
6660239	13320479	5	2
6660809	13321619	8	8
6660911	13321823	2	5
6661103	13322207	5	2
6661223	13322447	8	8
6661643	13323287	5	2
6662003	13324007	5	2
6662009	13324019	2	5
6662063	13324127	2	5
6662531	13325063	2	5
6662879	13325759	8	8
6663179	13326359	2	5
6663539	13327079	2	5
6663593	13327187	2	5
6663749	13327499	5	2
6663809	13327619	2	5
6663869	13327739	8	8
6663911	13327823	5	2
6664103	13328207	8	8
6664139	13328279	8	8
6664961	13329923	2	5
6665063	13330127	5	2
6665261	13330523	5	2
6665339	13330679	2	5
6665363	13330727	8	8
6665369	13330739	5	2
6665831	13331663	8	8
6665909	13331819	5	2
6666449	13332899	5	2
6666749	13333499	8	8
6667049	13334099	2	5
6667151	13334303	5	2
6667229	13334459	2	5
6667253	13334507	8	8
6667403	13334807	5	2
6667541	13335083	8	8
6667889	13335779	5	2
6668789	13337579	5	2
6668969	13337939	5	2
6669059	13338119	5	2
6669233	13338467	8	8
6669251	13338503	8	8
6669269	13338539	8	8
6669809	13339619	8	8
6669863	13339727	8	8
6670211	13340423	5	2
6670271	13340543	2	5
6670403	13340807	8	8
6670661	13341323	5	2
6670973	13341947	2	5
6671243	13342487	2	5
6671453	13342907	5	2
6671519	13343039	8	8
6671921	13343843	5	2
6671963	13343927	2	5
6672101	13344203	5	2
6672749	13345499	5	2
6673109	13346219	5	2
6673391	13346783	8	8
6674009	13348019	5	2
6674093	13348187	8	8
6674201	13348403	8	8
6674273	13348547	8	8
6674561	13349123	8	8
6674621	13349243	5	2
6674813	13349627	8	8
6674891	13349783	5	2
6674903	13349807	8	8
6675131	13350263	2	5
6675671	13351343	2	5
6675719	13351439	5	2
6675953	13351907	5	2
6676079	13352159	5	2
6676139	13352279	2	5
6676259	13352519	5	2
6676331	13352663	5	2
6676721	13353443	8	8
6676991	13353983	8	8
6677309	13354619	2	5
6677459	13354919	8	8
6677861	13355723	5	2
6677903	13355807	2	5
6678173	13356347	2	5
6678491	13356983	5	2
6678641	13357283	2	5
6679199	13358399	2	5
6679313	13358627	8	8
6679391	13358783	5	2
6679661	13359323	5	2
6679919	13359839	2	5
6679979	13359959	8	8
6680111	13360223	5	2
6680123	13360247	8	8
6680543	13361087	5	2
6680939	13361879	5	2
6680969	13361939	8	8
6681023	13362047	8	8
6681203	13362407	8	8
6681329	13362659	8	8
6681491	13362983	8	8
6681539	13363079	2	5
6681761	13363523	8	8
6681953	13363907	2	5
6682349	13364699	2	5
6682583	13365167	2	5
6682943	13365887	2	5
6683381	13366763	8	8
6683483	13366967	2	5
6683531	13367063	5	2
6683723	13367447	8	8
6683921	13367843	8	8
6684101	13368203	8	8
6684299	13368599	8	8
6684341	13368683	5	2
6684449	13368899	5	2
6684473	13368947	2	5
6684773	13369547	5	2
6684911	13369823	8	8
6684971	13369943	5	2
6685001	13370003	8	8
6685379	13370759	8	8
6685391	13370783	2	5
6685799	13371599	5	2
6686093	13372187	2	5
6686213	13372427	5	2
6686279	13372559	8	8
6686723	13373447	2	5
6686783	13373567	8	8
6687623	13375247	2	5
6687701	13375403	8	8
6688001	13376003	2	5
6688211	13376423	5	2
6688481	13376963	5	2
6688673	13377347	8	8
6688793	13377587	2	5
6688919	13377839	2	5
6688943	13377887	8	8
6689141	13378283	8	8
6689363	13378727	5	2
6689723	13379447	5	2
6689999	13379999	2	5
6690059	13380119	8	8
6690119	13380239	5	2
6690149	13380299	8	8
6690353	13380707	5	2
6690863	13381727	2	5
6690881	13381763	2	5
6691193	13382387	8	8
6691403	13382807	2	5
6692501	13385003	2	5
6692513	13385027	5	2
6692771	13385543	2	5
6692909	13385819	5	2
6693083	13386167	8	8
6693341	13386683	5	2
6693353	13386707	8	8
6693419	13386839	2	5
6693539	13387079	5	2
6693569	13387139	8	8
6693761	13387523	2	5
6693821	13387643	8	8
6693941	13387883	2	5
6694133	13388267	5	2
6694349	13388699	5	2
6694463	13388927	2	5
6694643	13389287	2	5
6694769	13389539	2	5
6694823	13389647	2	5
6694871	13389743	5	2
6695393	13390787	5	2
6695453	13390907	2	5
6695561	13391123	2	5
6695873	13391747	8	8
6695933	13391867	5	2
6696023	13392047	5	2
6696083	13392167	2	5
6696353	13392707	2	5
6696383	13392767	5	2
6696779	13393559	5	2
6696923	13393847	5	2
6697049	13394099	5	2
6697109	13394219	2	5
6697283	13394567	5	2
6697511	13395023	8	8
6697973	13395947	2	5
6698339	13396679	8	8
6698903	13397807	5	2
6698981	13397963	2	5
6699281	13398563	5	2
6699293	13398587	8	8
6699389	13398779	5	2
6699743	13399487	8	8
6699839	13399679	5	2
6700553	13401107	8	8
6701003	13402007	8	8
6701021	13402043	8	8
6701339	13402679	2	5
6701393	13402787	2	5
6701741	13403483	8	8
6701759	13403519	8	8
6701861	13403723	2	5
6702149	13404299	2	5
6702191	13404383	8	8
6702473	13404947	2	5
6702653	13405307	2	5
6703043	13406087	5	2
6703061	13406123	5	2
6703241	13406483	5	2
6703709	13407419	5	2
6703841	13407683	2	5
6704003	13408007	2	5
6704801	13409603	8	8
6704903	13409807	2	5
6704909	13409819	8	8
6704921	13409843	2	5
6704969	13409939	5	2
6705329	13410659	5	2
6705371	13410743	2	5
6705389	13410779	2	5
6705449	13410899	8	8
6705593	13411187	8	8
6705773	13411547	8	8
6705899	13411799	8	8
6705911	13411823	2	5
6706079	13412159	8	8
6706223	13412447	8	8
6706229	13412459	5	2
6706421	13412843	8	8
6706709	13413419	8	8
6706751	13413503	5	2
6707201	13414403	5	2
6707243	13414487	2	5
6707339	13414679	8	8
6707429	13414859	8	8
6707573	13415147	8	8
6708281	13416563	5	2
6708413	13416827	2	5
6708503	13417007	2	5
6708791	13417583	2	5
6708959	13417919	8	8
6708983	13417967	5	2
6709091	13418183	5	2
6709133	13418267	2	5
6709613	13419227	5	2
6709751	13419503	8	8
6710009	13420019	5	2
6710243	13420487	5	2
6710321	13420643	2	5
6710471	13420943	8	8
6710783	13421567	5	2
6710909	13421819	5	2
6711011	13422023	8	8
6711773	13423547	5	2
6711833	13423667	2	5
6711983	13423967	8	8
6711989	13423979	5	2
6712019	13424039	8	8
6712061	13424123	5	2
6712451	13424903	8	8
6712721	13425443	8	8
6712913	13425827	2	5
6713741	13427483	2	5
6713981	13427963	8	8
6714173	13428347	2	5
6714479	13428959	2	5
6714671	13429343	5	2
6714899	13429799	8	8
6715001	13430003	2	5
6715223	13430447	8	8
6715253	13430507	2	5
6715469	13430939	2	5
6715679	13431359	5	2
6716009	13432019	2	5
6716201	13432403	5	2
6716873	13433747	2	5
6717083	13434167	5	2
6717101	13434203	5	2
6717149	13434299	8	8
6717401	13434803	8	8
6717593	13435187	2	5
6718163	13436327	5	2
6718193	13436387	8	8
6718223	13436447	2	5
6718259	13436519	2	5
6718331	13436663	2	5
6718499	13436999	8	8
6718781	13437563	2	5
6719159	13438319	2	5
6719183	13438367	8	8
6719501	13439003	2	5
6719969	13439939	2	5
6720089	13440179	5	2
6720299	13440599	8	8
6720683	13441367	5	2
6720821	13441643	8	8
6720911	13441823	8	8
6721343	13442687	8	8
6721691	13443383	5	2
6721733	13443467	2	5
6722153	13444307	8	8
6722321	13444643	5	2
6722549	13445099	8	8
6722603	13445207	8	8
6722759	13445519	2	5
6723053	13446107	8	8
6723533	13447067	2	5
6723971	13447943	8	8
6724013	13448027	5	2
6724169	13448339	8	8
6724229	13448459	5	2
6724463	13448927	5	2
6724631	13449263	2	5
6725063	13450127	2	5
6726179	13452359	2	5
6726221	13452443	8	8
6726623	13453247	5	2
6726749	13453499	5	2
6726761	13453523	8	8
6726773	13453547	2	5
6727079	13454159	2	5
6727361	13454723	5	2
6727379	13454759	5	2
6727433	13454867	5	2
6727481	13454963	8	8
6727769	13455539	8	8
6727943	13455887	2	5
6728129	13456259	8	8
6728171	13456343	5	2
6728321	13456643	2	5
6728369	13456739	5	2
6728399	13456799	8	8
6728531	13457063	5	2
6728759	13457519	8	8
6728873	13457747	5	2
6729269	13458539	5	2
6729419	13458839	2	5
6729461	13458923	8	8
6729533	13459067	8	8
6729683	13459367	5	2
6730043	13460087	5	2
6730319	13460639	2	5
6730331	13460663	5	2
6730469	13460939	8	8
6730571	13461143	2	5
6730991	13461983	8	8
6731171	13462343	8	8
6731591	13463183	5	2
6731993	13463987	2	5
6732041	13464083	5	2
6732191	13464383	2	5
6732293	13464587	5	2
6732311	13464623	5	2
6732689	13465379	5	2
6732809	13465619	8	8
6732851	13465703	5	2
6732989	13465979	8	8
6733151	13466303	8	8
6733253	13466507	2	5
6733313	13466627	8	8
6733511	13467023	8	8
6733823	13467647	5	2
6734033	13468067	8	8
6734081	13468163	2	5
6734093	13468187	5	2
6734459	13468919	2	5
6734729	13469459	2	5
6735161	13470323	2	5
6735359	13470719	2	5
6735413	13470827	2	5
6735863	13471727	2	5
6736319	13472639	8	8
6736451	13472903	5	2
6736739	13473479	5	2
6737123	13474247	2	5
6737141	13474283	2	5
6737231	13474463	2	5
6737273	13474547	8	8
6737303	13474607	2	5
6737411	13474823	2	5
6737639	13475279	5	2
6737963	13475927	5	2
6738059	13476119	2	5
6738269	13476539	5	2
6738461	13476923	8	8
6738899	13477799	5	2
6739151	13478303	5	2
6739373	13478747	2	5
6739451	13478903	8	8
6739751	13479503	2	5
6740021	13480043	2	5
6740141	13480283	5	2
6740171	13480343	8	8
6740399	13480799	2	5
6740813	13481627	2	5
6740819	13481639	8	8
6740843	13481687	5	2
6740999	13481999	8	8
6741023	13482047	5	2
6741419	13482839	5	2
6741431	13482863	8	8
6741491	13482983	5	2
6741929	13483859	2	5
6742091	13484183	2	5
6742451	13484903	2	5
6742559	13485119	2	5
6742649	13485299	2	5
6743111	13486223	5	2
6743273	13486547	5	2
6743801	13487603	2	5
6744239	13488479	8	8
6744389	13488779	5	2
6744431	13488863	2	5
6744539	13489079	2	5
6744581	13489163	8	8
6744659	13489319	5	2
6745061	13490123	2	5
6745169	13490339	2	5
6745439	13490879	2	5
6745943	13491887	2	5
6746219	13492439	8	8
6746231	13492463	2	5
6746381	13492763	8	8
6746513	13493027	5	2
6746819	13493639	5	2
6746903	13493807	8	8
6747281	13494563	8	8
6747371	13494743	8	8
6747899	13495799	5	2
6747959	13495919	2	5
6748151	13496303	5	2
6748253	13496507	8	8
6748673	13497347	5	2
6748799	13497599	5	2
6749279	13498559	8	8
6749321	13498643	5	2
6749381	13498763	2	5
6749819	13499639	8	8
6749843	13499687	5	2
6750059	13500119	5	2
6750209	13500419	2	5
6750413	13500827	8	8
6750461	13500923	2	5
6750713	13501427	2	5
6750851	13501703	5	2
6750869	13501739	5	2
6751271	13502543	2	5
6751313	13502627	8	8
6751529	13503059	8	8
6751793	13503587	2	5
6751883	13503767	2	5
6751931	13503863	5	2
6751991	13503983	2	5
6752321	13504643	8	8
6752831	13505663	5	2
6752891	13505783	2	5
6753353	13506707	5	2
6753611	13507223	2	5
6753821	13507643	5	2
6753941	13507883	8	8
6754211	13508423	8	8
6754409	13508819	8	8
6754493	13508987	2	5
6754679	13509359	8	8
6754721	13509443	5	2
6754991	13509983	5	2
6755363	13510727	8	8
6755741	13511483	8	8
6755981	13511963	5	2
6756023	13512047	2	5
6756671	13513343	2	5
6757139	13514279	2	5
6757463	13514927	2	5
6757973	13515947	8	8
6757979	13515959	5	2
6758351	13516703	8	8
6758429	13516859	5	2
6758513	13517027	8	8
6758723	13517447	2	5
6758831	13517663	2	5
6759101	13518203	2	5
6759341	13518683	8	8
6759491	13518983	5	2
6759569	13519139	2	5
6759899	13519799	8	8
6759971	13519943	8	8
6759983	13519967	2	5
6760241	13520483	8	8
6760499	13520999	5	2
6760541	13521083	2	5
6760553	13521107	5	2
6761123	13522247	8	8
6761483	13522967	8	8
6761603	13523207	2	5
6761633	13523267	5	2
6762113	13524227	8	8
6762221	13524443	8	8
6762449	13524899	2	5
6762473	13524947	8	8
6763241	13526483	2	5
6763343	13526687	5	2
6763709	13527419	2	5
6763979	13527959	2	5
6764039	13528079	8	8
6764183	13528367	8	8
6764333	13528667	5	2
6764531	13529063	5	2
6764981	13529963	5	2
6764993	13529987	8	8
6765173	13530347	8	8
6765179	13530359	5	2
6765299	13530599	8	8
6765329	13530659	2	5
6765683	13531367	5	2
6765959	13531919	2	5
6766169	13532339	5	2
6766241	13532483	5	2
6766499	13532999	2	5
6766601	13533203	5	2
6766691	13533383	5	2
6766751	13533503	2	5
6766811	13533623	8	8
6766871	13533743	5	2
6767069	13534139	5	2
6767153	13534307	8	8
6767609	13535219	5	2
6768263	13536527	2	5
6768449	13536899	8	8
6768491	13536983	5	2
6768689	13537379	5	2
6769019	13538039	2	5
6769271	13538543	2	5
6769313	13538627	8	8
6769331	13538663	8	8
6769421	13538843	8	8
6769991	13539983	2	5
6770069	13540139	8	8
6770111	13540223	5	2
6770189	13540379	2	5
6770321	13540643	8	8
6770609	13541219	8	8
6770873	13541747	2	5
6771071	13542143	2	5
6771161	13542323	2	5
6772121	13544243	8	8
6772163	13544327	5	2
6772679	13545359	8	8
6772691	13545383	2	5
6772751	13545503	8	8
6772763	13545527	2	5
6773003	13546007	8	8
6773069	13546139	2	5
6773303	13546607	2	5
6773411	13546823	2	5
6773579	13547159	8	8
6773681	13547363	2	5
6773729	13547459	5	2
6774149	13548299	2	5
6774353	13548707	8	8
6774401	13548803	2	5
6774479	13548959	8	8
6774623	13549247	8	8
6774809	13549619	5	2
6775529	13551059	5	2
6775733	13551467	2	5
6775781	13551563	5	2
6776051	13552103	5	2
6776153	13552307	8	8
6776573	13553147	5	2
6776813	13553627	2	5
6776873	13553747	8	8
6776933	13553867	5	2
6777209	13554419	2	5
6777299	13554599	2	5
6777521	13555043	8	8
6777629	13555259	8	8
6777971	13555943	8	8
6778049	13556099	5	2
6778301	13556603	5	2
6778559	13557119	2	5
6778589	13557179	5	2
6778769	13557539	5	2
6778841	13557683	5	2
6778949	13557899	5	2
6779231	13558463	8	8
6779249	13558499	8	8
6779453	13558907	5	2
6779501	13559003	8	8
6779771	13559543	8	8
6780233	13560467	2	5
6780419	13560839	8	8
6780443	13560887	5	2
6780479	13560959	5	2
6780551	13561103	5	2
6780629	13561259	2	5
6780743	13561487	8	8
6780941	13561883	8	8
6781091	13562183	5	2
6781163	13562327	5	2
6781409	13562819	8	8
6781763	13563527	2	5
6782129	13564259	8	8
6782339	13564679	2	5
6782351	13564703	5	2
6782441	13564883	5	2
6782603	13565207	5	2
6782771	13565543	2	5
6782903	13565807	8	8
6783131	13566263	2	5
6783239	13566479	2	5
6783449	13566899	5	2
6783719	13567439	5	2
6783929	13567859	8	8
6784049	13568099	2	5
6784313	13568627	5	2
6784499	13568999	2	5
6784601	13569203	5	2
6784619	13569239	5	2
6784703	13569407	8	8
6784769	13569539	2	5
6784913	13569827	2	5
6784961	13569923	5	2
6785081	13570163	8	8
6785111	13570223	2	5
6785183	13570367	2	5
6785573	13571147	5	2
6785591	13571183	5	2
6785963	13571927	8	8
6785969	13571939	5	2
6786359	13572719	8	8
6786371	13572743	2	5
6786509	13573019	5	2
6786821	13573643	2	5
6787019	13574039	2	5
6787061	13574123	8	8
6787289	13574579	2	5
6787349	13574699	8	8
6787499	13574999	5	2
6787619	13575239	8	8
6787799	13575599	8	8
6787871	13575743	8	8
6787901	13575803	2	5
6788123	13576247	8	8
6788153	13576307	2	5
6788459	13576919	2	5
6788591	13577183	8	8
6788651	13577303	5	2
6789323	13578647	2	5
6789521	13579043	2	5
6789701	13579403	2	5
6789983	13579967	5	2
6790169	13580339	2	5
6790253	13580507	5	2
6790649	13581299	5	2
6790859	13581719	8	8
6791231	13582463	2	5
6791399	13582799	8	8
6791513	13583027	5	2
6792011	13584023	8	8
6792209	13584419	8	8
6792629	13585259	5	2
6793019	13586039	8	8
6793049	13586099	2	5
6793373	13586747	2	5
6793379	13586759	8	8
6793499	13586999	2	5
6793841	13587683	2	5
6793961	13587923	5	2
6794093	13588187	2	5
6794423	13588847	8	8
6794873	13589747	8	8
6795023	13590047	5	2
6795203	13590407	5	2
6795221	13590443	5	2
6795263	13590527	2	5
6795539	13591079	8	8
6795983	13591967	2	5
6796199	13592399	2	5
6796241	13592483	8	8
6796571	13593143	5	2
6796763	13593527	8	8
6796973	13593947	2	5
6797051	13594103	8	8
6797111	13594223	5	2
6797561	13595123	5	2
6797579	13595159	5	2
6797669	13595339	5	2
6797729	13595459	2	5
6797963	13595927	2	5
6798059	13596119	8	8
6798089	13596179	2	5
6798101	13596203	5	2
6798299	13596599	5	2
6798329	13596659	8	8
6799049	13598099	8	8
6799139	13598279	8	8
6799301	13598603	8	8
6799769	13599539	8	8
6800291	13600583	8	8
6800333	13600667	5	2
6800393	13600787	2	5
6800429	13600859	2	5
6800639	13601279	5	2
6800669	13601339	8	8
6800861	13601723	2	5
6800903	13601807	8	8
6800999	13601999	5	2
6801023	13602047	2	5
6801089	13602179	5	2
6801101	13602203	8	8
6801143	13602287	5	2
6801383	13602767	2	5
6801653	13603307	2	5
6801923	13603847	2	5
6801953	13603907	5	2
6802121	13604243	2	5
6802259	13604519	5	2
6802331	13604663	5	2
6802343	13604687	8	8
6802349	13604699	5	2
6803033	13606067	5	2
6803141	13606283	5	2
6803441	13606883	8	8
6803669	13607339	2	5
6803711	13607423	8	8
6803801	13607603	8	8
6803903	13607807	2	5
6804509	13609019	5	2
6805061	13610123	8	8
6805121	13610243	5	2
6805283	13610567	5	2
6805289	13610579	2	5
6805349	13610699	8	8
6805433	13610867	2	5
6805541	13611083	2	5
6805829	13611659	2	5
6805913	13611827	5	2
6805943	13611887	8	8
6806099	13612199	2	5
6806381	13612763	5	2
6806603	13613207	2	5
6806729	13613459	2	5
6806903	13613807	5	2
6806993	13613987	5	2
6807341	13614683	2	5
6807653	13615307	8	8
6807683	13615367	2	5
6808073	13616147	5	2
6808409	13616819	8	8
6808643	13617287	8	8
6808709	13617419	2	5
6809213	13618427	2	5
6809261	13618523	5	2
6809531	13619063	5	2
6809903	13619807	8	8
6810029	13620059	8	8
6810143	13620287	5	2
6810203	13620407	2	5
6810263	13620527	8	8
6810509	13621019	2	5
6810893	13621787	8	8
6811061	13622123	5	2
6811223	13622447	5	2
6811361	13622723	8	8
6811439	13622879	5	2
6811751	13623503	2	5
6812363	13624727	2	5
6812441	13624883	8	8
6812453	13624907	2	5
6812891	13625783	8	8
6812909	13625819	8	8
6813041	13626083	5	2
6813101	13626203	2	5
6813539	13627079	8	8
6813689	13627379	5	2
6813881	13627763	8	8
6814019	13628039	2	5
6814091	13628183	2	5
6814649	13629299	2	5
6815069	13630139	8	8
6815639	13631279	2	5
6815729	13631459	2	5
6815909	13631819	2	5
6816011	13632023	5	2
6816431	13632863	2	5
6816581	13633163	8	8
6816851	13633703	8	8
6817061	13634123	2	5
6817103	13634207	8	8
6817259	13634519	2	5
6817301	13634603	8	8
6817319	13634639	8	8
6817511	13635023	2	5
6817529	13635059	2	5
6817553	13635107	8	8
6817859	13635719	8	8
6817949	13635899	8	8
6818261	13636523	5	2
6818303	13636607	2	5
6818429	13636859	2	5
6818561	13637123	8	8
6818573	13637147	2	5
6818849	13637699	8	8
6819353	13638707	8	8
6819503	13639007	5	2
6819539	13639079	5	2
6820169	13640339	5	2
6820283	13640567	2	5
6820433	13640867	8	8
6820769	13641539	2	5
6821099	13642199	8	8
6821141	13642283	5	2
6821159	13642319	5	2
6821261	13642523	8	8
6821393	13642787	5	2
6821543	13643087	2	5
6821669	13643339	2	5
6821933	13643867	5	2
6822089	13644179	8	8
6822173	13644347	2	5
6822269	13644539	8	8
6822323	13644647	8	8
6823049	13646099	5	2
6823241	13646483	8	8
6823259	13646519	8	8
6823391	13646783	5	2
6823889	13647779	8	8
6823931	13647863	5	2
6824393	13648787	8	8
6824459	13648919	2	5
6824561	13649123	5	2
6825233	13650467	2	5
6825509	13651019	8	8
6825761	13651523	8	8
6825953	13651907	2	5
6825971	13651943	2	5
6826133	13652267	2	5
6826289	13652579	5	2
6826349	13652699	2	5
6826769	13653539	8	8
6826829	13653659	5	2
6826901	13653803	5	2
6827231	13654463	2	5
6827321	13654643	2	5
6827363	13654727	8	8
6827399	13654799	8	8
6827519	13655039	2	5
6827603	13655207	5	2
6827729	13655459	5	2
6827759	13655519	8	8
6828053	13656107	5	2
6828071	13656143	5	2
6828131	13656263	2	5
6828413	13656827	5	2
6828743	13657487	2	5
6828749	13657499	8	8
6828869	13657739	2	5
6828911	13657823	8	8
6829169	13658339	5	2
6829271	13658543	8	8
6829391	13658783	2	5
6830009	13660019	8	8
6830273	13660547	2	5
6830423	13660847	8	8
6830429	13660859	5	2
6830501	13661003	5	2
6830669	13661339	2	5
6831029	13662059	2	5
6831131	13662263	5	2
6831479	13662959	2	5
6831491	13662983	5	2
6831899	13663799	8	8
6831911	13663823	2	5
6831941	13663883	5	2
6831971	13663943	8	8
6832151	13664303	8	8
